country,m49_code,year,mtn_area_tot,mtn_area_nival,mtn_area_alpine,mtn_area_montane,mtn_area_remaining
Micronesia (Federated States of),583,2018,87,NA,NA,NA,87
Micronesia (Federated States of),583,2021,87,NA,NA,NA,87
Monaco,492,2000,NA,NA,NA,NA,NA
Monaco,492,2005,NA,NA,NA,NA,NA
Monaco,492,2010,NA,NA,NA,NA,NA
Monaco,492,2015,NA,NA,NA,NA,NA
Monaco,492,2018,NA,NA,NA,NA,NA
Monaco,492,2021,NA,NA,NA,NA,NA
Mongolia,496,2000,560023,8,16343,540752,2920
Mongolia,496,2005,560023,8,16343,540752,2920
Mongolia,496,2010,560023,8,16343,540752,2920
Mongolia,496,2015,560023,8,16343,540752,2920
Mongolia,496,2018,560023,8,16343,540752,2920
Mongolia,496,2021,560023,8,16343,540752,2920
Montenegro,499,2000,9200,NA,13,9139,47
Montenegro,499,2005,9353,NA,13,9290,49
Montenegro,499,2010,9380,NA,16,9314,50
Montenegro,499,2015,9361,NA,16,9295,50
Montenegro,499,2018,9346,NA,16,9280,50
Montenegro,499,2021,9330,NA,16,9265,50
Montserrat,500,2000,31,NA,NA,NA,31
Montserrat,500,2005,31,NA,NA,NA,31
Montserrat,500,2010,31,NA,NA,NA,31
Montserrat,500,2015,31,NA,NA,NA,31
Montserrat,500,2018,31,NA,NA,NA,31
Montserrat,500,2021,31,NA,NA,NA,31
Morocco,504,2000,213666,NA,18,68636,145011
Morocco,504,2005,213666,NA,18,68636,145011
Morocco,504,2010,213666,NA,18,68636,145011
Morocco,504,2015,213666,NA,18,68636,145011
Morocco,504,2018,213666,NA,18,68636,145011
Morocco,504,2021,213666,NA,18,68636,145011
Mozambique,508,2000,145853,NA,NA,104,145749
Mozambique,508,2005,145853,NA,NA,104,145749
Mozambique,508,2010,145853,NA,NA,104,145749
Mozambique,508,2015,145853,NA,NA,104,145749
Mozambique,508,2018,145853,NA,NA,104,145749
Mozambique,508,2021,145853,NA,NA,104,145749
Myanmar,104,2000,331204,NA,433,19363,311408
Myanmar,104,2005,331204,NA,433,19363,311408
Myanmar,104,2010,331204,NA,433,19363,311408
Myanmar,104,2015,331204,NA,433,19363,311408
Myanmar,104,2018,331204,NA,433,19363,311408
Myanmar,104,2021,331204,NA,433,19363,311408
Namibia,516,2000,164468,NA,NA,8525,155943
Namibia,516,2005,164468,NA,NA,8525,155943
Namibia,516,2010,164468,NA,NA,8525,155943
Namibia,516,2015,164468,NA,NA,8525,155943
Namibia,516,2018,164468,NA,NA,8525,155943
Namibia,516,2021,164468,NA,NA,8525,155943
Nauru,520,2000,NA,NA,NA,NA,NA
Nauru,520,2005,NA,NA,NA,NA,NA
Nauru,520,2010,NA,NA,NA,NA,NA
Nauru,520,2015,NA,NA,NA,NA,NA
Nauru,520,2018,NA,NA,NA,NA,NA
Nauru,520,2021,NA,NA,NA,NA,NA
Nepal,524,2000,120582,5874,18174,39085,57448
Nepal,524,2005,120582,5874,18174,39085,57448
Nepal,524,2010,120582,5874,18174,39085,57448
Nepal,524,2015,120582,5874,18174,39085,57448
Nepal,524,2018,120582,5874,18174,39085,57448
Nepal,524,2021,120582,5874,18174,39085,57448
Netherlands (Kingdom of the),528,2000,NA,NA,NA,NA,NA
Netherlands (Kingdom of the),528,2005,NA,NA,NA,NA,NA
Netherlands (Kingdom of the),528,2010,NA,NA,NA,NA,NA
Netherlands (Kingdom of the),528,2015,NA,NA,NA,NA,NA
Netherlands (Kingdom of the),528,2018,NA,NA,NA,NA,NA
Netherlands (Kingdom of the),528,2021,NA,NA,NA,NA,NA
New Caledonia,540,2000,8458,NA,NA,NA,8458
New Caledonia,540,2005,8458,NA,NA,NA,8458
New Caledonia,540,2010,8458,NA,NA,NA,8458
New Caledonia,540,2015,8458,NA,NA,NA,8458
New Caledonia,540,2018,8458,NA,NA,NA,8458
New Caledonia,540,2021,8458,NA,NA,NA,8458
New Zealand,554,2000,137030,1676,7919,127276,159
New Zealand,554,2005,137030,1676,7919,127276,159
New Zealand,554,2010,137030,1676,7919,127276,159
New Zealand,554,2015,137030,1676,7919,127276,159
New Zealand,554,2018,137030,1676,7919,127276,159
New Zealand,554,2021,137030,1676,7919,127276,159
Nicaragua,558,2000,31108,NA,NA,NA,31108
Nicaragua,558,2005,31108,NA,NA,NA,31108
Nicaragua,558,2010,31108,NA,NA,NA,31108
Nicaragua,558,2015,31108,NA,NA,NA,31108
Nicaragua,558,2018,31108,NA,NA,NA,31108
Nicaragua,558,2021,31108,NA,NA,NA,31108
Niger,562,2000,22284,NA,NA,NA,22284
Niger,562,2005,22284,NA,NA,NA,22284
Niger,562,2010,22284,NA,NA,NA,22284
Niger,562,2015,22284,NA,NA,NA,22284
Niger,562,2018,22284,NA,NA,NA,22284
Niger,562,2021,22284,NA,NA,NA,22284
Nigeria,566,2000,66230,NA,NA,NA,66230
Nigeria,566,2005,66230,NA,NA,NA,66230
Nigeria,566,2010,66230,NA,NA,NA,66230
Nigeria,566,2015,66230,NA,NA,NA,66230
Nigeria,566,2018,66230,NA,NA,NA,66230
Nigeria,566,2021,66230,NA,NA,NA,66230
Niue,570,2000,NA,NA,NA,NA,NA
Niue,570,2005,NA,NA,NA,NA,NA
Niue,570,2010,NA,NA,NA,NA,NA
Niue,570,2015,NA,NA,NA,NA,NA
Niue,570,2018,NA,NA,NA,NA,NA
Niue,570,2021,NA,NA,NA,NA,NA
Norfolk Island,574,2000,NA,NA,NA,NA,NA
Norfolk Island,574,2005,NA,NA,NA,NA,NA
Norfolk Island,574,2010,NA,NA,NA,NA,NA
Norfolk Island,574,2015,NA,NA,NA,NA,NA
Norfolk Island,574,2018,NA,NA,NA,NA,NA
Norfolk Island,574,2021,NA,NA,NA,NA,NA
North Macedonia,807,2000,18019,NA,41,17979,NA
North Macedonia,807,2005,17792,NA,42,17750,NA
North Macedonia,807,2010,17693,NA,42,17650,NA
North Macedonia,807,2015,17609,NA,42,17567,NA
North Macedonia,807,2018,17553,NA,42,17511,NA
North Macedonia,807,2021,17497,NA,42,17455,NA
Northern Mariana Islands,580,2000,35,NA,NA,NA,35
Northern Mariana Islands,580,2005,35,NA,NA,NA,35
Northern Mariana Islands,580,2010,35,NA,NA,NA,35
Northern Mariana Islands,580,2015,35,NA,NA,NA,35
Northern Mariana Islands,580,2018,35,NA,NA,NA,35
Northern Mariana Islands,580,2021,35,NA,NA,NA,35
Norway,578,2000,NA,NA,NA,NA,NA
Norway,578,2005,NA,NA,NA,NA,NA
Norway,578,2010,NA,NA,NA,NA,NA
Norway,578,2015,NA,NA,NA,NA,NA
Norway,578,2018,NA,NA,NA,NA,NA
Norway,578,2021,NA,NA,NA,NA,NA
Oman,512,2000,43308,NA,NA,235,43073
Oman,512,2005,43308,NA,NA,235,43073
Oman,512,2010,43308,NA,NA,235,43073
Oman,512,2015,43308,NA,NA,235,43073
Oman,512,2018,43308,NA,NA,235,43073
Oman,512,2021,43308,NA,NA,235,43073
Pakistan,586,2000,274464,3856,5609,46622,218377
Pakistan,586,2005,274464,3856,5609,46622,218377
Pakistan,586,2010,274464,3856,5609,46622,218377
Pakistan,586,2015,274464,3856,5609,46622,218377
Pakistan,586,2018,274464,3856,5609,46622,218377
Pakistan,586,2021,274464,3856,5609,46622,218377
Palau,585,2000,NA,NA,NA,NA,NA
Palau,585,2005,NA,NA,NA,NA,NA
Palau,585,2010,NA,NA,NA,NA,NA
Palau,585,2015,NA,NA,NA,NA,NA
Palau,585,2018,NA,NA,NA,NA,NA
Palau,585,2021,NA,NA,NA,NA,NA
Palestine,275,2000,3477,NA,NA,NA,3477
Palestine,275,2005,3477,NA,NA,NA,3477
Palestine,275,2010,3477,NA,NA,NA,3477
Palestine,275,2015,3477,NA,NA,NA,3477
Palestine,275,2018,3477,NA,NA,NA,3477
Palestine,275,2021,3477,NA,NA,NA,3477
Panama,591,2000,23565,NA,NA,555,23010
Panama,591,2005,23565,NA,NA,555,23010
Panama,591,2010,23565,NA,NA,555,23010
Panama,591,2015,23565,NA,NA,555,23010
Panama,591,2018,23565,NA,NA,555,23010
Panama,591,2021,23565,NA,NA,555,23010
Papua New Guinea,598,2000,205204,NA,NA,22030,183173
Papua New Guinea,598,2005,205204,NA,NA,22030,183173
Papua New Guinea,598,2010,205204,NA,NA,22030,183173
Papua New Guinea,598,2015,205204,NA,NA,22030,183173
Papua New Guinea,598,2018,205204,NA,NA,22030,183173
Papua New Guinea,598,2021,205204,NA,NA,22030,183173
Paraguay,600,2000,2585,NA,NA,NA,2585
Paraguay,600,2005,2585,NA,NA,NA,2585
Paraguay,600,2010,2585,NA,NA,NA,2585
Paraguay,600,2015,2585,NA,NA,NA,2585
Paraguay,600,2018,2585,NA,NA,NA,2585
Paraguay,600,2021,2585,NA,NA,NA,2585
Peru,604,2000,634617,3268,156355,196487,278507
Peru,604,2005,634617,3268,156355,196487,278507
Peru,604,2010,634617,3268,156355,196487,278507
Peru,604,2015,634617,3268,156355,196487,278507
Peru,604,2018,634617,3268,156355,196487,278507
Peru,604,2021,634617,3268,156355,196487,278507
Philippines,608,2000,107106,NA,NA,310,106796
Philippines,608,2005,107106,NA,NA,310,106796
Philippines,608,2010,107106,NA,NA,310,106796
Philippines,608,2015,107106,NA,NA,309,106796
Philippines,608,2018,107106,NA,NA,309,106796
Philippines,608,2021,107106,NA,NA,310,106796
Pitcairn,612,2000,NA,NA,NA,NA,NA
Pitcairn,612,2005,NA,NA,NA,NA,NA
Pitcairn,612,2010,NA,NA,NA,NA,NA
Pitcairn,612,2015,NA,NA,NA,NA,NA
Pitcairn,612,2018,NA,NA,NA,NA,NA
Pitcairn,612,2021,NA,NA,NA,NA,NA
Poland,616,2000,14351,0,72,14279,NA
Poland,616,2005,14292,0,72,14220,NA
Poland,616,2010,14255,0,68,14187,NA
Poland,616,2015,14237,0,66,14171,NA
Poland,616,2018,14232,0,65,14167,NA
Poland,616,2021,14227,0,64,14162,NA
Portugal,620,2000,24726,NA,NA,20769,3958
Portugal,620,2005,23036,NA,NA,19561,3476
Portugal,620,2010,23034,NA,NA,19615,3419
Portugal,620,2015,22710,NA,NA,19358,3352
Portugal,620,2018,22218,NA,NA,18953,3265
Portugal,620,2021,21726,NA,NA,18547,3179
Puerto Rico,630,2000,2659,NA,NA,NA,2659
Puerto Rico,630,2005,2659,NA,NA,NA,2659
Puerto Rico,630,2010,2659,NA,NA,NA,2659
Puerto Rico,630,2015,2659,NA,NA,NA,2659
Puerto Rico,630,2018,2659,NA,NA,NA,2659
Puerto Rico,630,2021,2659,NA,NA,NA,2659
Qatar,634,2000,NA,NA,NA,NA,NA
Qatar,634,2005,NA,NA,NA,NA,NA
Qatar,634,2010,NA,NA,NA,NA,NA
Qatar,634,2015,NA,NA,NA,NA,NA
Qatar,634,2018,NA,NA,NA,NA,NA
Qatar,634,2021,NA,NA,NA,NA,NA
Republic of Korea,410,2000,31909,NA,NA,19460,12449
Republic of Korea,410,2005,31909,NA,NA,19460,12449
Republic of Korea,410,2010,31909,NA,NA,19460,12449
Republic of Korea,410,2015,31909,NA,NA,19460,12449
Republic of Korea,410,2018,31909,NA,NA,19460,12449
Republic of Korea,410,2021,31909,NA,NA,19460,12449
Republic of Moldova,498,2000,65,NA,NA,65,NA
Republic of Moldova,498,2005,65,NA,NA,65,NA
Republic of Moldova,498,2010,65,NA,NA,65,NA
Republic of Moldova,498,2015,65,NA,NA,65,NA
Republic of Moldova,498,2018,65,NA,NA,65,NA
Republic of Moldova,498,2021,65,NA,NA,65,NA
Réunion,638,2000,1788,NA,NA,419,1369
Réunion,638,2005,1788,NA,NA,419,1369
Réunion,638,2010,1788,NA,NA,419,1369
Réunion,638,2015,1788,NA,NA,419,1369
Réunion,638,2018,1788,NA,NA,419,1369
Réunion,638,2021,1788,NA,NA,419,1369
Romania,642,2000,77795,NA,164,77630,NA
Romania,642,2005,79356,NA,160,79195,NA
Romania,642,2010,79188,NA,164,79024,NA
Romania,642,2015,78798,NA,164,78634,NA
Romania,642,2018,78650,NA,163,78486,NA
Romania,642,2021,78501,NA,163,78338,NA
Russian Federation,643,2000,4275241,118907,1901442,2254841,51
Russian Federation,643,2005,4275241,118907,1901442,2254841,51
Russian Federation,643,2010,4275241,118907,1901442,2254841,51
Russian Federation,643,2015,4275241,118907,1901442,2254841,51
Russian Federation,643,2018,4275241,118907,1901442,2254841,51
Russian Federation,643,2021,4275241,118907,1901442,2254841,51
Rwanda,646,2000,16520,NA,NA,1114,15406
Rwanda,646,2005,16520,NA,NA,1114,15406
Rwanda,646,2010,16520,NA,NA,1114,15406
Rwanda,646,2015,16520,NA,NA,1114,15406
Rwanda,646,2018,16520,NA,NA,1114,15406
Rwanda,646,2021,16520,NA,NA,1114,15406
Saint Barthélemy,652,2000,NA,NA,NA,NA,NA
Saint Barthélemy,652,2005,NA,NA,NA,NA,NA
Saint Barthélemy,652,2010,NA,NA,NA,NA,NA
Saint Barthélemy,652,2015,NA,NA,NA,NA,NA
Saint Barthélemy,652,2018,NA,NA,NA,NA,NA
Saint Barthélemy,652,2021,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2000,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2005,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2010,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2015,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2018,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,2021,NA,NA,NA,NA,NA
Saint Lucia,662,2000,96,NA,NA,NA,96
Saint Lucia,662,2005,96,NA,NA,NA,96
Saint Lucia,662,2010,96,NA,NA,NA,96
Saint Lucia,662,2015,96,NA,NA,NA,96
Saint Lucia,662,2018,96,NA,NA,NA,96
Saint Lucia,662,2021,96,NA,NA,NA,96
Saint Martin (French part),663,2000,NA,NA,NA,NA,NA
Saint Martin (French part),663,2005,NA,NA,NA,NA,NA
Saint Martin (French part),663,2010,NA,NA,NA,NA,NA
Saint Martin (French part),663,2015,NA,NA,NA,NA,NA
Saint Martin (French part),663,2018,NA,NA,NA,NA,NA
Saint Martin (French part),663,2021,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2000,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2005,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2010,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2015,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2018,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,666,2021,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,670,2000,149,NA,NA,NA,149
Saint Vincent and the Grenadines,670,2005,149,NA,NA,NA,149
Saint Vincent and the Grenadines,670,2010,149,NA,NA,NA,149
Saint Vincent and the Grenadines,670,2015,149,NA,NA,NA,149
Saint Vincent and the Grenadines,670,2018,149,NA,NA,NA,149
Saint Vincent and the Grenadines,670,2021,149,NA,NA,NA,149
Samoa,882,2000,1273,NA,NA,NA,1273
Samoa,882,2005,1273,NA,NA,NA,1273
Samoa,882,2010,1273,NA,NA,NA,1273
Samoa,882,2015,1273,NA,NA,NA,1273
Samoa,882,2018,1273,NA,NA,NA,1273
Samoa,882,2021,1273,NA,NA,NA,1273
San Marino,674,2000,24,NA,NA,24,NA
San Marino,674,2005,24,NA,NA,24,NA
San Marino,674,2010,24,NA,NA,24,NA
San Marino,674,2015,24,NA,NA,24,NA
San Marino,674,2018,24,NA,NA,24,NA
San Marino,674,2021,24,NA,NA,24,NA
Sao Tome and Principe,678,2000,NA,NA,NA,NA,NA
Sao Tome and Principe,678,2005,NA,NA,NA,NA,NA
Sao Tome and Principe,678,2010,NA,NA,NA,NA,NA
Sao Tome and Principe,678,2015,NA,NA,NA,NA,NA
Sao Tome and Principe,678,2018,NA,NA,NA,NA,NA
Sao Tome and Principe,678,2021,NA,NA,NA,NA,NA
Saudi Arabia,682,2000,223270,NA,NA,172,223098
Saudi Arabia,682,2005,223270,NA,NA,172,223098
Saudi Arabia,682,2010,223270,NA,NA,172,223098
Saudi Arabia,682,2015,223270,NA,NA,172,223098
Saudi Arabia,682,2018,223270,NA,NA,172,223098
Saudi Arabia,682,2021,223270,NA,NA,172,223098
Senegal,686,2000,287,NA,NA,NA,287
Senegal,686,2005,287,NA,NA,NA,287
Senegal,686,2010,287,NA,NA,NA,287
Senegal,686,2015,287,NA,NA,NA,287
Senegal,686,2018,287,NA,NA,NA,287
Senegal,686,2021,287,NA,NA,NA,287
Serbia,688,2000,39901,NA,64,39837,NA
Serbia,688,2005,39619,NA,68,39551,NA
Serbia,688,2010,39429,NA,67,39363,NA
Serbia,688,2015,39333,NA,66,39267,NA
Serbia,688,2018,39304,NA,66,39238,NA
Serbia,688,2021,39274,NA,66,39208,NA
Seychelles,690,2000,NA,NA,NA,NA,NA
Seychelles,690,2005,NA,NA,NA,NA,NA
Seychelles,690,2010,NA,NA,NA,NA,NA
Seychelles,690,2015,NA,NA,NA,NA,NA
Seychelles,690,2018,NA,NA,NA,NA,NA
Seychelles,690,2021,NA,NA,NA,NA,NA
Sierra Leone,694,2000,7103,NA,NA,NA,7103
Sierra Leone,694,2005,7103,NA,NA,NA,7103
Sierra Leone,694,2010,7103,NA,NA,NA,7103
Sierra Leone,694,2015,7103,NA,NA,NA,7103
Sierra Leone,694,2018,7103,NA,NA,NA,7103
Sierra Leone,694,2021,7103,NA,NA,NA,7103
Singapore,702,2000,NA,NA,NA,NA,NA
Singapore,702,2005,NA,NA,NA,NA,NA
Singapore,702,2010,NA,NA,NA,NA,NA
Singapore,702,2015,NA,NA,NA,NA,NA
Singapore,702,2018,NA,NA,NA,NA,NA
Singapore,702,2021,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2000,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2005,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2010,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2015,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2018,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2021,NA,NA,NA,NA,NA
Slovakia,703,2000,25849,42,223,25584,NA
Slovakia,703,2005,25909,42,224,25643,NA
Slovakia,703,2010,26029,41,221,25766,NA
Slovakia,703,2015,26026,41,219,25765,NA
Slovakia,703,2018,25968,41,219,25708,NA
Slovakia,703,2021,25910,41,218,25651,NA
Slovenia,705,2000,13820,NA,57,13763,NA
Slovenia,705,2005,13857,NA,57,13800,NA
Slovenia,705,2010,13838,NA,57,13780,NA
Slovenia,705,2015,13804,NA,57,13747,NA
Slovenia,705,2018,13784,NA,57,13727,NA
Slovenia,705,2021,13764,NA,57,13707,NA
Solomon Islands,090,2000,9266,NA,NA,NA,9266
Solomon Islands,090,2005,9266,NA,NA,NA,9266
Solomon Islands,090,2010,9266,NA,NA,NA,9266
Solomon Islands,090,2015,9266,NA,NA,NA,9266
Solomon Islands,090,2018,9266,NA,NA,NA,9266
Solomon Islands,090,2021,9266,NA,NA,NA,9266
Somalia,706,2000,60238,NA,NA,79,60159
Somalia,706,2005,60238,NA,NA,79,60159
Somalia,706,2010,60238,NA,NA,79,60159
Somalia,706,2015,60238,NA,NA,79,60159
Somalia,706,2018,60238,NA,NA,79,60159
Somalia,706,2021,60238,NA,NA,79,60159
South Africa,710,2000,428992,NA,24,101266,327702
South Africa,710,2005,428992,NA,24,101266,327702
South Africa,710,2010,428992,NA,24,101266,327702
South Africa,710,2015,428951,NA,24,101266,327661
South Africa,710,2018,428829,NA,24,101267,327537
South Africa,710,2021,428991,NA,24,101268,327698
South Georgia and the South Sandwich Islands,239,2000,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,239,2005,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,239,2010,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,239,2015,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,239,2018,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,239,2021,NA,NA,NA,NA,NA
South Sudan,728,2000,37457,NA,NA,43,37414
South Sudan,728,2005,37457,NA,NA,43,37414
South Sudan,728,2010,37457,NA,NA,43,37414
South Sudan,728,2015,37457,NA,NA,43,37414
South Sudan,728,2018,37457,NA,NA,43,37414
South Sudan,728,2021,37457,NA,NA,43,37414
Spain,724,2000,217941,200,817,170512,46412
Spain,724,2005,233423,201,858,182981,49382
Spain,724,2010,235423,202,866,184767,49588
Spain,724,2015,234533,202,866,184129,49337
Spain,724,2018,234192,202,866,183844,49280
Spain,724,2021,233851,202,866,183560,49223
Sri Lanka,144,2000,9792,NA,NA,NA,9792
Sri Lanka,144,2005,9792,NA,NA,NA,9792
Sri Lanka,144,2010,9792,NA,NA,NA,9792
Sri Lanka,144,2015,9792,NA,NA,NA,9792
Sri Lanka,144,2018,9792,NA,NA,NA,9792
Sri Lanka,144,2021,9792,NA,NA,NA,9792
Sudan,729,2000,144772,NA,NA,21,144751
Sudan,729,2005,144772,NA,NA,21,144751
Sudan,729,2010,144772,NA,NA,21,144751
Sudan,729,2015,144772,NA,NA,21,144751
Sudan,729,2018,144772,NA,NA,21,144751
Sudan,729,2021,144772,NA,NA,21,144751
Suriname,740,2000,8583,NA,NA,NA,8583
Suriname,740,2005,8583,NA,NA,NA,8583
Suriname,740,2010,8583,NA,NA,NA,8583
Suriname,740,2015,8583,NA,NA,NA,8583
Suriname,740,2018,8583,NA,NA,NA,8583
Suriname,740,2021,8583,NA,NA,NA,8583
Svalbard and Jan Mayen Islands,744,2000,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2005,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2010,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2015,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2018,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2021,NA,NA,NA,NA,NA
Sweden,752,2000,65865,1624,22878,41363,NA
Sweden,752,2005,65669,1624,22878,41167,NA
Sweden,752,2010,66485,1624,22877,41984,NA
Sweden,752,2015,67128,1624,22877,42627,NA
Sweden,752,2018,67343,1624,22877,42842,NA
Sweden,752,2021,67558,1624,22878,43057,NA
